question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What is Retrace?,It is a keyword ability that lets a player cast a card from their graveyard by paying its mana cost and exiling it.,the card is returned to the player's hand without paying mana,the card is put onto the battlefield directly from the graveyard,all creatures lose 1/1 until end of turn
What does the keyword ability Retrace allow a player to do?,It lets a player cast a card from their graveyard.,It allows a player to return a creature to the battlefield from exile.,It permits a player to draw two cards when a spell is cast.,It lets a player exile a card from their hand for free.
Which location does Retrace let you cast a card from?,The graveyard.,The hand.,The library.,The battlefield.
What does the keyword action “Reveal” do in Magic: The Gathering?,Shows a card to all players for a brief time.,Draws a card from your library.,Discards a card from your hand.,Puts a card onto the battlefield from your graveyard.
"What is “The Ring” emblem, and when can it be created?",An emblem that may be created at the time the Ring tempts you.,A creature that can be summoned from the graveyard.,A spell that can be cast from the hand for free.,A card that grants an extra life each turn.
What does the keyword action “The Ring Tempts You” do?,It causes a player to choose a creature they control to be their legendary Ring‑bearer and may cause them to create an emblem called The Ring.,It allows a player to search their library for a card.,It lets a player sacrifice a creature to draw a card.,It gives a player an additional turn.
"What does the keyword action ""The Ring Tempts You"" do when a player activates it?",It lets the player choose a creature they control to become their legendary Ring‑bearer and may create an emblem called The Ring.,It forces the player to sacrifice a creature to gain +1/+1 counters.,It allows the player to draw two cards and discard a card.,It turns the player into a legendary creature until end of turn.
What is a Ring-bearer?,A designation given to a creature as the Ring tempts you.,A legendary creature that must be in your hand.,An emblem that grants you an extra life.,A spell that summons a creature from the graveyard.
What does the keyword ability Riot allow a player to do?,Choose whether certain creatures enter the battlefield with haste or with a +1/+1 counter.,Make a creature fly over other creatures.,Force an opponent to sacrifice a creature.,Grant a creature the ability to tap for mana.
Which Role token remains attached to a permanent when it has more than one Role token controlled by the same player?,the Role token with the most recent timestamp,the Role token with the earliest timestamp,the Role token with the lowest mana cost,a random Role token
What happens to the Role tokens that are not the most recent when a permanent has multiple Role tokens attached?,They are put into their owner’s graveyard,They are exiled,They are returned to the player’s hand,They remain attached to the permanent
What purpose does the timestamp serve for Role tokens in this rule?,It determines which Role token is the most recent and thus stays attached,It sets the color of the Role token,It defines the amount of damage the token can deal,It specifies the mana value of the token
What does the rule about rolling a die cover in Magic: The Gathering?,It explains how a player can roll a die to generate a random number during a game.,It explains how to shuffle the deck.,It explains how to exile a card.,It explains how to pay mana.
