question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What is a flavor word in Magic: The Gathering?,"It is an italicized word at the beginning of an ability that provides a descriptive, non‑mechanical flavor to the ability.",A required keyword that determines how a creature can attack.,A rule that tells you how to pay mana for casting a spell.,A symbol that indicates the card’s rarity.
How do flavor words differ from ability words in Magic: The Gathering?,Ability words group multiple abilities with similar mechanics; flavor words are unique to the specific ability they accompany.,Ability words can be ignored by the engine; flavor words are mandatory for game play.,Ability words change the card’s mana cost; flavor words do not.,Ability words are only used on creature cards; flavor words are used on instant spells.
What is the purpose of decorative icons in the background of a card’s text box?,They have no effect on gameplay.,They indicate the card’s rarity.,They determine the card’s mana cost.,They show the card’s type.
Do decorative icons in the background of a card’s text box affect gameplay?,"No, they have no effect on gameplay.","Yes, they influence the card’s power.","Yes, they alter the card’s cost.","Yes, they change the card’s abilities."
Which decorative icon appears in the text box of many cards associated with the guilds of Ravnica?,Guild icon,Faction icon,Plane icon,Chaos symbol
Which decorative icon appears in the text box of most cards from the Scars of Mirrodin block?,Faction icon,Guild icon,Plane icon,Chaos symbol
Do decorative icons such as guild or faction icons affect gameplay?,"No, they have no effect on gameplay","Yes, they determine card type","Yes, they modify card costs","Yes, they trigger abilities"
What is the function of the chaos symbol on plane cards?,It has no special rules meaning.,It activates a unique plane ability each time the plane is tapped.,It determines the card’s rarity.,It shows which guild the plane belongs to.
Where is the chaos symbol located on a plane card?,To the left of the triggered ability that triggers whenever chaos ensues.,In the center of the card’s artwork.,"In the bottom right corner, above the card’s mana cost.",In the card’s title text at the top of the page.
Which rule specifically references the chaos symbol?,Rule 207.4.,"Rule 901, “Planechase.”",Rule 207.5.,Rule 204.1.
What does the chaos symbol signify in gameplay?,It has no special rules meaning.,It triggers a special ability when chaos ensues.,It grants an additional mana source.,It increases the damage of all creatures.
Where is the chaos symbol located on plane cards?,In the text box to the left of a triggered ability that triggers whenever chaos ensues.,In the artwork on the card’s front.,In the bottom right corner of the card.,In the card’s name area.
How does a player indicate that a color is circled when building a deck?,By circling the color’s symbol or otherwise clearly indicating it.,By writing the color’s name in the deck list.,By placing a colored counter next to the card.,By removing the symbol from the card.
What effect does circling a color have on a card’s mana symbol and rules text?,The mana symbol of the circled color becomes part of the card’s printed rules text and affects its color identity.,The color is added to the card’s mana cost.,The color is removed from the card’s color identity.,The card gains an additional ability.
What becomes part of the card’s printed rules text when you circle a color on Cryptic Spires?,The mana symbol of that circled color,A new keyword ability is added,The card’s mana cost is increased,A flavor text line is appended
