question,answer,first_wrong_answer,second_wrong_answer,third_wrong_answer
What defines an activated ability in Magic?,"It is an ability that can be activated whenever you want, as long as you can pay its cost",It is an ability that can only be used during your own turn,It is an ability that can only be activated after the permanent leaves the battlefield,It is an ability that is automatically activated when the permanent enters the battlefield
"When you activate an activated ability, how does it behave on the stack?",It goes on the stack like a spell and resolves like a spell,It is added to the stack but never resolves,It resolves instantly without going on the stack,It goes on the stack but is removed by the next player’s action
"What does the ""oT"" symbol in an activated ability’s cost signify?",That you must tap the permanent to activate the ability,That you must tap the opponent's permanent,That you must pay an additional mana cost,That you can activate the ability only once per game
What happens if the permanent an activated ability comes from leaves the battlefield before the ability resolves?,The ability will still resolve,The ability is cancelled and never resolves,The ability is moved to the graveyard,The ability’s effect is negated if the permanent left
What happens to an activated ability if the permanent it originates from leaves the battlefield before it resolves?,The ability still resolves.,The ability fails to resolve.,The ability is discarded.,The ability is moved to the graveyard.
What does the tap symbol in an activated ability’s cost indicate?,"You must tap the permanent to activate the ability, and you cannot activate it if the permanent is already tapped.",You need to sacrifice the permanent to activate the ability.,The permanent must be untapped to activate the ability.,The ability resolves immediately without going on the stack.
Can an activated ability that contains a tap symbol be activated if the permanent is already tapped?,"No, you cannot activate it if the permanent is already tapped.","Yes, as long as you pay the mana cost it can still be activated.",Only if the ability has an additional “untap” cost can it be activated.,Only during your opponent’s turn can it be activated regardless of tapping.
What must you do to activate an ability that contains the oT symbol in its cost?,You must tap the permanent to activate the ability.,You must untap the permanent to activate the ability.,You must sacrifice the permanent to activate the ability.,You must pay an additional mana cost to activate the ability.
What happens when an attacking creature is not blocked?,It deals damage equal to its power to the defending player.,It is removed from combat immediately.,It deals damage equal to its toughness to the defending player.,It gets countered by a spell of the defending player.
What is the primary way to win a game of Magic: The Gathering?,By attacking with your creatures.,By casting the most expensive spell you can afford.,By controlling every land on the battlefield.,By drawing the largest number of cards possible.
What part of the turn is the combat phase?,The middle of each turn.,At the beginning of each turn.,At the end of each turn.,During the upkeep step.
Who chooses which of their creatures will block during combat?,Your opponent,You,Both players together,The attacking player
Can a tapped creature be declared as a blocker?,"No, tapped creatures can’t block","Yes, but only if it has flying","Yes, but only if it has first‑strike","Yes, but only if it was untapped when the turn began"
How many blockers can a single attacking creature have?,As many as the defending player has creatures available to block,Only one blocker per attacking creature,Only blockers with the same power as the attacker,Only blockers that were on the battlefield for less than one turn
What happens when damage is dealt to an opponent during combat?,The opponent loses life equal to the damage dealt.,The opponent gains life equal to the damage dealt.,The opponent loses loyalty counters equal to the damage dealt.,Nothing happens; the damage is ignored.
What occurs when a planeswalker receives combat damage?,That many loyalty counters are removed from the planeswalker.,The planeswalker loses life equal to the damage dealt.,The planeswalker is destroyed immediately.,Nothing happens; the damage is ignored.
"Under what condition is a creature destroyed, and what is the result?","Damage equal to or greater than the creature’s toughness over the course of a single turn destroys it, and it goes to its owner’s graveyard.",Damage equal to the creature’s power destroys it immediately.,Damage that is not lethal but persists until the end of the turn destroys the creature.,Only damage dealt in the same combat phase as the creature’s entry can destroy it.
